ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,TIMING_ADVANCE
43.5,1914.0,31.0,6.2,9.23,56.0,25.5,71.4
37.3,1506.0,35.0,0.0,8.07,55.0,27.1,71.8
40.0,1408.0,44.0,1.6,7.06,50.0,25.9,69.8
52.5,1385.0,46.0,-2.3,10.66,51.0,29.4,67.5
43.5,1406.0,20.0,3.1,8.51,48.0,26.7,68.6
19.6,1168.0,23.0,3.1,3.67,41.0,19.6,58.0
39.6,1349.0,54.0,6.2,9.27,42.0,29.0,58.8
59.6,1598.0,42.0,-8.6,13.95,51.0,30.6,68.6
70.6,1615.0,61.0,-7.8,17.43,52.0,32.5,67.5
73.7,1789.0,62.0,0.8,20.02,57.0,33.3,67.1
76.5,1880.0,40.0,-0.8,20.94,51.0,32.9,67.1
58.4,2246.0,51.0,6.2,20.11,46.0,33.3,70.6
57.3,2241.0,37.0,4.7,8.44,41.0,25.9,70.2
53.3,1345.0,48.0,-0.8,10.5,40.0,29.0,67.1
43.9,1426.0,21.0,3.1,8.95,40.0,27.5,69.4
48.6,1151.0,48.0,6.2,8.49,37.0,27.5,65.5
56.1,1518.0,39.0,-3.9,12.66,49.0,30.2,68.2
31.0,1657.0,20.0,0.8,7.7,46.0,26.3,73.7
36.9,884.0,33.0,-0.8,3.92,26.0,19.6,50.2
38.8,792.0,30.0,4.7,4.25,17.0,20.4,56.1
82.0,1596.0,64.0,-5.5,20.15,30.0,33.7,64.3
19.6,1790.0,63.0,-0.8,5.03,31.0,23.5,62.7
62.0,1569.0,20.0,-11.7,12.95,29.0,30.2,68.2
19.2,1323.0,32.0,9.4,3.64,19.0,20.0,64.7
40.0,792.0,34.0,-2.3,4.41,5.0,20.4,55.3
42.0,773.0,54.0,-1.6,8.29,19.0,28.2,58.4
56.5,1856.0,39.0,3.1,10.45,26.0,26.7,69.0
39.2,2329.0,34.0,4.7,8.09,30.0,25.9,73.7
42.4,1572.0,48.0,-4.7,9.92,38.0,28.2,71.0
57.3,1988.0,46.0,-3.9,17.37,48.0,32.2,69.0
18.8,1512.0,37.0,3.1,3.63,51.0,24.7,62.7
53.7,1457.0,23.0,4.7,11.81,50.0,29.8,69.0
31.0,852.0,49.0,3.9,5.82,47.0,24.7,54.9
61.2,1554.0,19.0,-4.7,13.84,45.0,31.0,68.2
18.0,1470.0,26.0,12.5,4.11,40.0,21.2,64.3
28.6,1351.0,20.0,0.0,5.56,36.0,23.5,71.4
38.8,871.0,30.0,10.2,4.26,7.0,19.6,65.1
56.9,1094.0,59.0,3.9,9.14,12.0,27.5,52.5
74.1,2530.0,65.0,3.1,28.53,24.0,34.5,69.0
80.0,2266.0,20.0,0.8,26.94,34.0,35.3,67.8
78.0,1716.0,66.0,-2.3,20.54,42.0,33.3,67.5
72.9,1615.0,62.0,2.3,16.83,50.0,32.2,66.7
63.5,1815.0,50.0,0.0,16.37,57.0,31.8,68.2
63.5,1879.0,57.0,-1.6,18.53,55.0,32.5,68.6
64.7,1941.0,19.0,-2.3,19.25,59.0,32.9,68.2
35.3,1498.0,34.0,7.0,8.82,57.0,27.5,69.8
45.9,1544.0,40.0,7.8,10.56,57.0,29.0,70.2
46.3,1604.0,42.0,6.2,10.86,55.0,29.4,71.0
33.3,1486.0,21.0,7.8,4.5,52.0,20.4,69.4
18.0,1447.0,20.0,14.8,3.99,53.0,21.2,63.5
19.6,1231.0,30.0,8.6,3.68,30.0,20.0,59.2
36.1,786.0,20.0,0.0,4.23,26.0,20.4,56.1
18.4,1239.0,21.0,9.4,3.39,20.0,20.0,61.6
45.5,819.0,37.0,3.1,4.77,8.0,21.6,44.3
58.0,1742.0,43.0,0.0,16.37,16.0,32.5,69.0
74.5,1622.0,63.0,1.6,18.83,30.0,32.9,66.3
23.1,2284.0,68.0,6.2,6.62,35.0,24.3,60.0
87.5,1861.0,71.0,0.0,24.8,45.0,35.3,65.5
23.5,2013.0,54.0,-0.8,5.48,46.0,23.1,56.9
64.3,1570.0,52.0,-5.5,14.61,48.0,31.4,67.8
65.1,1542.0,53.0,0.8,14.81,47.0,31.4,67.8
44.3,1872.0,29.0,4.7,10.57,58.0,28.2,70.2
36.1,1938.0,44.0,7.0,11.31,59.0,29.4,72.9
54.1,1973.0,47.0,0.6281970010971596,16.03,58.0,31.8,69.8
46.3,1869.0,28.0,3.1,6.29,54.0,23.1,70.2
41.6,1440.0,34.0,4.7,8.53,52.0,27.1,70.6
17.6,1369.0,21.0,13.3,3.57,47.0,20.4,62.4
21.2,1153.0,21.0,0.0,3.59,39.0,19.6,57.3
35.3,836.0,19.0,4.7,3.99,33.0,18.8,58.0
12.9,1515.0,29.0,7.8,3.98,18.0,21.6,49.0
100.0,976.0,66.0,7.0,12.49,28.0,31.0,63.9
80.8,1536.0,67.0,0.0,18.47,40.0,32.9,64.3
67.5,2084.0,36.0,3.1,16.86,44.0,29.0,68.2
31.4,1506.438032627222,33.0,-2.3,5.72,49.0,23.5,68.6
35.7,1396.0,20.0,-3.9,7.38,53.0,25.9,70.2
18.4,1443.0,21.0,14.8,3.74,51.0,21.2,64.3
18.0,1364.0,20.0,15.6,3.75,47.0,20.8,61.6
20.8,1071.0,21.0,2.3,3.53,38.0,18.8,57.3
23.1,886.0,32.0,10.9,3.7,20.0,19.6,67.5
42.0,787.0,59.0,1.6,4.57,3.0,21.2,54.9
61.6,1735.0,51.0,-7.8,15.69,42.0,31.8,68.6
58.4,2151.0,20.0,3.9,18.89,44.0,32.5,69.8
29.0,861.0,24.0,-7.8,3.51,34.0,19.2,59.6
82.0,1746.0,67.0,-3.1,21.49,41.0,34.1,65.9
19.6,2045.0,58.0,-1.6,6.04,48.0,23.5,61.2
38.8,1702.0,19.0,3.1,5.86,45.0,22.4,69.0
18.0,1413.0,21.0,0.0,3.9,35.0,21.2,61.2
41.2,887.0,26.0,4.7,4.33,26.0,20.4,63.5
57.6,1390.0,20.0,-0.8,11.41,17.0,29.8,67.1
77.3,1273.0,21.0,7.0,14.67,17.0,31.8,54.1
78.4,1600.0,63.0,-0.8,20.16,31.0,33.7,65.1
20.4,2121.0,44.0,6.2,6.47,34.0,23.5,62.4
51.8,1760.0,19.0,2.3,13.14,37.0,30.6,70.2
20.0,1801.0,33.0,3.1,5.12,38.0,23.1,62.7
36.5,1934.0,27.0,2.3,10.5,41.0,29.0,72.9
19.6,1982.0,19.0,-0.8,7.73,38.0,27.8,63.1
17.6,1540.0,45.0,7.0,5.16,32.0,23.9,62.7
75.3,1688.0,61.0,3.9,18.64,41.0,32.9,67.5
64.3,2101.0,32.0,-13.3,19.32,43.0,32.5,68.2
16.9,1395.0,53.0,10.9,3.45,39.0,19.6,66.3
31.8,1265.0,32.0,4.7,3.55,30.0,18.8,64.3
15.3,1338.0,31.0,10.2,3.46,23.0,20.0,59.6
51.0,1787.0,62.0,1.6,14.38,32.0,32.2,71.0
44.7,1805.0,53.0,-1.6,16.89,37.0,31.8,75.7
34.9,1881.0,18.0,-7.0,9.53,36.0,27.8,71.8
17.6,1718.0,25.0,3.9,4.37,35.0,22.4,63.1
28.6,1729.0,44.0,0.0,7.52,36.0,26.3,74.5
61.6,1857.0,19.0,4.7,16.63,38.0,32.2,69.0
20.0,1743.0,21.0,8.6,4.47,39.0,21.2,62.7
19.6,1186.0,20.0,13.3,3.54,44.0,19.6,57.6
22.4,1130.0,30.0,1.6,3.75,38.0,19.2,57.3
20.0,1905.0,26.0,-0.8,7.43,42.0,28.2,62.7
38.4,1460.0,45.0,3.9,8.31,45.0,27.8,73.7
52.9,1522.0,46.0,-7.0,11.62,47.0,29.8,68.6
63.1,1676.0,53.0,-3.1,15.78,52.0,31.8,68.2
16.5,1475.0,45.0,-2.3,3.95,50.0,20.4,63.1
53.3,1388.0,46.0,-1.6,10.77,51.0,29.4,67.5
45.1,1585.0,18.0,4.7,10.86,57.0,29.0,71.0
18.0,1508.0,27.0,0.0,3.94,53.0,21.6,62.0
31.8,1470.0,31.0,-0.8,7.32,54.0,25.9,72.5
43.5,1937.0,19.0,0.8,12.04,55.0,29.8,71.4
17.6,1809.0,34.0,7.0,4.78,53.0,22.7,63.5
46.3,1786.0,41.0,-0.8,12.35,54.0,30.2,71.4
22.0,1052.0,27.0,-1.6,2.73,51.0,17.6,60.8
62.0,1402.0,32.0,1.6,5.25,42.0,21.6,67.5
20.8,1902.0,68.0,6.2,7.34,44.0,27.1,63.1
89.0,2284.0,52.0,-9.4,31.23,54.0,36.5,67.5
56.5,2704.0,42.0,-3.1,22.09,57.0,33.7,71.8
21.2,2480.0,44.0,8.6,6.76,54.0,25.1,60.8
42.0,1455.0,20.0,3.1,8.17,48.0,26.3,69.8
43.9,918.0,50.0,1.6,6.3,47.0,25.9,66.3
17.6,1533.0,21.0,13.3,4.03,42.0,22.0,64.7
18.8,1349.0,20.0,7.0,3.51,35.0,19.6,62.0
20.8,1653.0,21.0,0.0,5.0,26.0,22.7,62.4
59.6,1171.0,49.0,-1.6,10.28,32.0,29.0,58.4
56.1,1703.0,35.0,-4.7,13.49,42.0,30.2,69.0
33.3,2132.0,25.0,-0.8,10.47,44.0,29.0,73.7
20.0,2128.0,20.0,0.0,6.26,37.0,24.3,63.1
19.6,1233.0,31.0,10.2,3.54,21.0,19.2,59.2
71.8,1029.0,63.0,-0.8,11.18,24.0,29.8,63.5
18.0,1378.0,21.0,7.8,3.75,23.0,20.8,62.0
19.2,1050.0,33.0,3.9,3.29,18.0,18.4,59.6
42.4,801.0,35.0,-1.6,4.41,15.0,20.8,56.1
39.2,789.0,18.0,-2.3,4.33,12.0,20.4,56.9
40.8,1060.0,36.0,3.1,6.11,10.0,21.6,67.5
42.0,802.0,43.0,-1.6,5.29,15.0,23.9,51.8
45.9,1396.0,20.0,-2.3,8.8,16.0,26.7,63.1
47.8,641.0,33.0,10.2,4.41,10.0,21.6,44.3
53.7,970.0,21.0,-2.3,7.63,14.0,26.7,55.7
18.8,1118.0,54.0,1.6,3.91,19.0,21.6,58.4
68.6,1973.0,20.0,-14.1,20.57,22.0,33.3,67.8
18.8,1631.0,41.0,3.1,4.46,24.0,22.0,62.7
42.4,2171.0,20.0,-7.0,12.65,25.0,30.2,71.8
29.8,2049.0,18.0,4.7,10.68,26.0,29.4,65.9
19.6,2036.0,27.0,0.0,5.88,22.0,24.3,63.1
74.5,1929.0,60.0,3.1,22.05,33.0,34.1,67.8
20.4,1780.0,50.0,0.6281970010971596,10.46,38.0,29.4,62.4
48.6,1355.0,55.0,2.3,10.36,42.0,29.0,67.5
67.1,1440.0,57.0,0.6281970010971596,14.07,44.0,31.0,66.3
33.3,1715.0,28.0,10.9,8.45,52.0,27.1,73.3
16.9,1714.0,21.0,0.0,4.38,44.0,22.0,69.4
20.4,984.0,46.0,9.4,2.71,36.0,20.4,62.4
68.6,1859.0,70.0,1.6,19.91,44.0,33.3,69.0
91.8,2244.0,23.0,0.0,31.17,47.0,36.9,66.3
82.4,1527.0,77.0,-3.1,19.81,48.0,33.3,69.0
16.1,1516.0,20.0,4.7,3.92,35.0,21.2,66.3
19.2,1206.0,21.0,-2.3,7.2,41.0,27.5,57.6
31.8,864.0,20.0,3.9,3.16,47.0,17.6,53.7
18.8,1310.0,21.0,17.2,3.58,52.0,20.4,62.0
22.7,1034.0,24.0,2.3,3.31,33.0,18.0,57.3
68.2,1685.0,67.0,-0.8,17.01,41.0,32.2,67.8
22.0,2228.0,21.0,0.0,6.23,35.0,24.7,71.8
16.5,1411.0,46.0,10.2,3.37,28.0,20.8,61.2
58.0,1420.0,55.0,2.3,12.52,37.0,30.6,67.8
65.5,2349.0,27.0,-6.2,23.01,50.0,34.1,70.2
57.3,1680.0,47.0,-0.8,14.73,33.67243525896414,31.4,69.0
69.4,1755.0,53.0,0.0,17.75,51.0,32.2,67.8
21.2,1164.0,33.0,4.7,7.32,53.0,26.7,60.4
35.7,1448.0,20.0,7.0,7.56,50.0,25.9,71.0
18.4,1351.0,21.0,13.3,3.83,46.0,20.8,62.0
22.7,1452.0,22.0,17.2,4.13,39.0,22.4,63.8636053593179
27.8,1141.0,20.0,0.0,3.63,31.0,23.5,66.7
65.9,1582.0,58.0,-0.8,15.76,36.0,31.8,67.8
18.0,1742.0,42.0,3.9,7.36,35.0,27.5,63.1
49.4,1713.0,21.0,0.0,6.02,29.0,23.1,70.2
17.3,1381.0,55.0,8.6,5.25,30.0,24.3,65.5
62.0,1599.0,23.0,-0.8,14.6,37.0,31.4,68.2
18.0,1751.0,18.0,0.0,4.67,34.0,22.4,63.5
17.6,1271.0,18.0,9.4,3.18,23.0,19.2,75.3
19.2,1711.0,46.0,1.6,4.41,13.0,22.4,64.7
45.9,791.0,74.0,-1.6,5.0,16.0,23.5,55.3
78.4,1533.0,19.0,-8.6,15.01,14.0,30.6,63.1
20.8,934.0,38.0,3.1,3.96,9.0,20.0,67.5
80.8,982.0,67.0,-4.7,12.19,13.0,30.6,55.7
40.0,774.0,40.0,-2.3,4.67,0.0,22.4,56.5
79.2,791.0,77.0,5.5,9.27,3.0,27.8,50.2
73.7,962.0,60.0,7.0,12.08,15.0,30.6,43.9
100.0,1835.0,75.0,-4.7,28.7,32.0,36.9,62.0
18.8,2163.0,67.0,-1.6,6.32,31.0,23.5,59.2
91.4,1666.0,71.0,-3.1,23.05,41.0,34.9,63.5
31.8,1976.0,48.0,-1.6,7.96,43.0,25.1,67.1
42.7,1471.0,25.0,-4.7,9.44,45.0,27.8,69.4
17.6,1546.0,19.0,-1.6,3.91,47.0,22.0,63.8636053593179
71.8,1315.0,60.0,-1.6,13.82,50.0,31.0,64.3
56.9,1435.0,40.0,-3.1,11.98,54.0,29.8,67.5
38.4,1504.0,39.0,3.1,8.61,57.0,27.1,70.6
37.6,815.0,36.0,-8.6,4.33,58.0,20.4,58.0
36.5,812.0,32.0,-14.1,4.25,56.0,20.8,57.6
42.0,789.0,34.0,-3.9,4.47,53.0,21.2,56.5
46.7,1290.0,70.0,3.9,8.03,24.0,27.8,52.9
85.9,2298.0,41.0,3.1,30.49,29.0,36.5,67.5
79.2,1546.0,20.0,-0.8,18.75,36.0,32.9,65.1
19.6,942.0,45.0,-3.9,3.86,29.0,20.8,60.8
74.1,1508.0,68.0,5.5,16.98,37.0,32.5,66.7
74.9,1956.0,56.0,-3.9,7.18,41.0,25.1,66.3
71.4,1386.0,60.0,3.1,14.68,44.0,31.4,64.7
48.6,1493.0,30.0,-8.6,4.62,33.0,21.2,64.3
77.3,2299.0,38.0,-4.7,27.34,28.0,35.3,68.2
100.0,1635.0,86.0,0.8,27.08,38.0,37.6,58.0
94.5,2128.0,19.0,-8.6,30.35,39.0,36.9,64.3
40.0,806.0,36.0,-7.0,4.94,23.0,21.6,67.1
81.2,1188.0,76.0,8.6,15.08,33.0,32.2,59.2
92.5,1851.0,25.0,1.6,26.49,42.0,36.1,64.3
35.7,828.0,36.0,0.0,4.02,47.0,20.4,56.5
40.0,804.0,34.0,-5.5,4.47,43.0,20.8,58.0
44.3,1337.0,38.0,6.2,8.9,23.0,27.5,67.5
32.2,818.0,34.0,4.7,4.16,2.0,20.4,65.1
97.3,716.0,39.0,-0.8,5.54,4.0,24.7,58.8
40.0,878.0,42.0,-1.6,4.97,1.0,21.6,53.3
73.3,681.0,46.0,-3.1,7.79,13.0,27.1,57.6
16.5,1148.0,45.0,-0.8,2.37,14.0,17.3,65.1
46.3,1214.0,38.0,-2.3,8.19,15.0,22.4,60.4
55.3,754.0,53.0,-0.8,5.09,18.0,22.0,51.0
79.2,1474.0,62.0,-6.2,17.57,37.0,32.5,64.3
36.9,1178.0,46.0,1.6,8.3,33.67243525896414,27.1,62.4
58.4,1257.0,47.0,4.7,11.04,40.0,29.0,65.1
14.1,1264.0,31.0,-1.6,3.38,39.0,18.8,71.8
36.1,1506.438032627222,34.0,-1.6,4.29,15.0,20.4,63.9
38.8,778.0,33.0,-3.9,4.32,6.0,20.8,54.5
39.6,788.0,48.0,2.3,4.48,10.0,21.2,56.5
61.2,1951.0,46.0,3.1,18.95,17.0,32.9,69.0
55.7,1546.0,31.0,3.9,12.95,18.0,30.6,68.6
42.4,730.0,34.0,5.5,4.52,13.0,20.8,59.6
38.0,800.0,32.0,1.6,4.67,5.0,21.2,57.3
40.4,798.0,34.0,3.1,4.55,3.0,20.8,53.7
42.7,784.0,70.0,2.3,4.83,4.0,21.2,55.7
61.6,1052.0,37.0,3.1,10.07,10.0,28.6,52.5
72.2,1041.0,23.0,3.9,12.2,22.0,30.6,61.6
66.7,1082.0,59.0,5.5,11.06,27.0,29.8,64.7
69.0,1438.0,20.0,-3.9,14.98,29.0,31.4,65.5
52.2,1011.0,33.0,3.1,3.7,23.0,17.6,63.5
67.8,1739.0,20.0,3.9,19.21,25.0,32.9,67.8
70.2,1246.0,73.0,5.5,14.67,29.0,31.8,64.7
87.1,1530.0,70.0,-0.8,19.95,35.0,33.7,63.1
43.5,1785.0,56.0,-2.3,6.46,33.0,23.1,69.4
71.4,1093.0,51.0,4.7,11.5,35.0,29.8,62.0
54.5,1185.0,38.0,-1.6,9.48,36.0,27.8,64.7
64.7,1412.0,32.0,3.9,13.96,18.0,27.8,65.1
44.7,750.0,36.0,6.2,4.6,13.0,22.0,54.5
40.4,810.0,33.0,-2.3,4.48,2.0,20.8,54.9
41.6,798.0,54.0,-3.1,4.53,7.0,21.2,54.9
48.6,1589.0,28.0,0.0,12.29,12.0,30.2,63.5
59.6,1279.0,44.0,0.8,11.38,16.0,29.0,63.1
52.5,1316.0,43.0,-5.5,9.98,15.0,28.6,64.3
53.7,1265.0,57.0,3.1,10.46,22.0,29.4,65.5
69.4,2098.0,48.0,0.0,22.9,29.0,34.5,67.8
71.4,1546.0,67.0,-1.6,17.29,38.0,32.9,66.3
16.1,1469.0,36.0,-0.8,7.32,33.67243525896414,26.3,65.5
54.9,1375.0,49.0,4.7,11.16,41.0,29.8,67.5
58.4,1481.0,45.0,-0.8,12.88,48.0,30.6,67.8
59.6,1390.0,64.0,3.9,12.28,51.0,30.2,66.7
76.5,1439.0,50.0,0.0,16.38,55.0,32.2,64.3
40.0,788.0,34.0,-3.9,4.3,52.0,20.4,52.9
52.2,1456.0,40.0,3.1,10.94,45.0,29.4,68.2
47.5,1592.0,36.0,-8.6,11.08,48.0,29.0,69.0
40.0,1599.0,45.0,0.8,9.78,49.0,28.2,71.8
42.7,877.0,34.0,-4.7,4.58,47.0,20.8,65.5
36.5,811.0,33.0,-4.7,4.06,19.0,20.4,54.9
63.9,928.0,20.0,-3.1,9.01,13.0,28.2,53.3
55.3,1254.0,59.0,3.9,11.41,26.0,29.8,65.5
22.7,2055.0,53.0,5.5,5.4,33.67243525896414,22.7,71.0
69.0,1658.0,61.0,-0.8,17.55,40.0,32.5,67.5
19.6,1571.0,59.0,2.3,5.09,44.0,27.1,62.7
56.5,1643.0,48.0,0.0,13.91,51.0,31.0,69.0
53.7,1433.0,49.0,-0.8,12.27,53.0,30.2,68.2
48.2,1420.0,43.0,3.9,10.22,52.0,28.6,68.6
46.3,1443.0,39.0,3.9,9.64,53.0,28.2,69.0
15.3,846.0,32.0,-0.8,4.51,50.0,22.4,68.6
61.2,749.0,50.0,-1.6,6.4,12.0,24.7,56.1
77.3,2241.0,68.0,3.9,20.19,31.0,26.7,67.8
83.9,1655.0,67.0,-4.7,21.09,40.0,34.1,65.1
80.8,2113.0,63.0,3.9,8.42,42.0,26.3,67.5
81.6,1430.0,67.0,-4.7,17.11,43.0,32.5,63.5
85.5,1416.0,35.0,-0.8,17.78,40.0,32.9,62.4
61.6,1859.0,72.0,5.5,18.73,41.0,33.3,69.4
82.4,2084.0,68.0,2.3,25.87,47.0,35.3,67.1
68.2,2350.0,27.0,-4.7,24.7,48.0,34.5,69.0
56.9,1560.0,48.0,-1.6,13.0,45.0,30.6,68.6
20.4,1137.0,33.0,0.0,3.41,42.0,17.6,60.4
38.8,783.0,30.0,-7.0,4.25,39.0,20.4,54.1
35.3,812.0,32.0,-3.9,4.01,32.0,20.0,56.9
44.3,1397.0,27.0,-3.9,9.84,25.0,29.4,63.1
56.9,1276.0,58.0,4.7,12.24,35.0,30.2,67.1
70.6,1885.0,55.0,3.9,19.78,42.0,31.0,67.8
47.1,1427.0,20.0,0.8,9.62,41.0,28.2,66.7
46.3,812.0,33.0,-0.8,4.42,34.0,20.4,63.5
51.0,1047.0,69.0,7.0,9.62,36.0,28.6,65.9
86.3,1272.0,68.0,-2.3,16.19,42.0,32.5,60.4
77.3,1462.0,52.0,-7.8,14.54,45.0,31.4,64.3
58.8,1477.0,57.0,-5.5,13.12,43.0,30.6,68.2
36.9,914.0,33.0,3.1,4.38,40.0,20.0,57.3
36.1,728.0,36.0,6.2,4.19,46.0,20.8,65.1
37.3,824.0,31.0,3.1,4.44,45.0,20.4,52.9
43.1,1412.0,47.0,4.7,8.74,43.0,24.7,69.4
62.4,1395.0,59.0,0.8,13.75,43.0,31.0,67.1
43.9,871.0,33.0,1.6,4.34,33.67243525896414,20.8,65.9
67.8,1092.0,57.0,-3.1,10.15,16.0,28.2,58.0
18.0,1571.0,56.0,3.9,11.35,24.0,29.8,63.1
18.4,1616.0,31.0,9.4,3.93,19.0,20.8,62.0
38.4,802.0,33.0,-3.1,4.26,5.0,20.4,52.9
61.6,1333.0,54.0,4.7,14.02,13.0,31.4,62.7
66.7,2752.0,57.0,3.9,9.11,22.0,27.1,69.8
76.1,2139.0,22.0,-3.9,24.6,32.0,34.9,67.8
29.4,1566.0,53.0,4.7,10.07,34.0,29.4,74.9
61.2,1741.0,61.0,-3.9,16.09,41.0,32.2,68.6
23.1,1803.0,70.0,8.6,4.66,42.0,22.4,56.5
89.4,1470.0,74.0,3.9,19.92,48.0,34.1,61.6
62.7,1434.0,47.0,0.0,13.39,53.0,30.6,66.7
83.1,1454.0,66.0,-0.8,17.69,52.0,32.9,63.1
67.5,1377.0,53.0,-3.1,13.95,48.0,31.0,65.5
76.5,1419.0,71.0,3.1,16.03,55.0,32.2,63.5
64.3,1535.0,40.0,0.0,13.11,56.0,30.2,65.5
47.8,1546.0,47.0,4.7,10.74,57.0,29.4,69.8
17.3,1262.0,53.0,10.2,3.31,55.0,18.0,67.1
74.5,1555.0,63.0,5.5,17.99,60.0,32.9,66.3
77.3,1671.0,58.0,-6.2,19.12,64.0,33.3,65.9
20.0,1551.0,26.0,1.6,4.29,63.0,20.8,68.2
37.3,811.0,31.0,-2.3,4.11,64.0,20.4,53.3
36.5,810.0,30.0,-1.6,4.05,61.0,20.0,56.1
66.7,1525.0,63.0,0.6281970010971596,15.6,55.0,31.8,66.7
71.0,1489.0,33.0,-10.9,14.34,53.0,31.0,65.5
35.3,801.0,34.0,3.1,3.72,57.0,19.6,60.8
33.7,808.0,32.0,1.6,3.83,53.0,20.0,53.3
37.6,801.0,34.0,0.6281970010971596,4.23,28.0,20.4,54.5
61.2,1387.0,26.0,3.1,12.5,34.0,30.6,65.9
19.6,1110.0,34.0,-0.8,3.07,29.0,17.3,59.6
42.4,799.0,62.0,2.3,4.88,6.0,22.0,49.8
59.2,1441.0,42.0,1.6,12.77,11.0,30.6,60.4
68.2,1090.0,57.0,-3.1,11.06,21.0,29.8,62.0
29.0,1787.0,67.0,7.8,4.79,24.0,21.6,67.8
74.5,1302.0,61.0,2.3,14.79,31.0,31.4,62.4
73.3,1643.0,45.0,0.0,17.66,34.0,32.5,67.1
67.8,1143.0,64.0,-1.6,11.55,36.0,30.2,63.1
81.6,1244.0,72.0,3.1,15.57,42.0,32.2,61.2
77.6,1549.0,69.0,0.0,17.82,48.0,32.9,65.5
85.9,1637.0,62.0,2.3,21.37,51.0,34.1,64.3
32.2,1742.0,51.0,0.8,4.96,53.0,22.0,66.7
68.2,1512.0,53.0,7.8,15.24,33.67243525896414,31.8,66.3
55.3,1689.0,40.0,6.2,12.79,63.0,30.2,69.0
58.8,1660.0,53.0,0.0,14.79,59.0,31.4,68.6
52.5,1617.0,40.0,3.9,9.95,57.0,27.1,68.2
40.0,800.0,33.0,-0.8,4.41,31.0,20.4,61.6
38.8,793.0,47.0,-2.3,4.14,17.0,17.6,60.8
64.3,1663.0,20.0,3.1,16.73,26.0,32.2,67.5
66.7,1356.0,65.0,-0.8,13.8,35.0,31.4,65.9
79.2,1864.0,48.0,1.6,22.65,41.0,34.5,66.3
60.4,1458.0,50.0,-3.9,12.77,51.0,30.6,67.1
17.6,1660.0,32.0,7.0,4.38,55.0,21.6,75.3
37.6,795.0,35.0,-3.9,4.16,53.0,20.0,54.1
61.6,1803.0,55.0,3.1,16.87,57.0,32.2,68.2
66.3,1915.0,42.0,-0.8,19.57,60.0,32.9,67.8
18.4,1428.0,28.0,5.5,3.59,54.0,20.4,62.7
36.5,794.0,29.0,3.1,4.11,51.0,20.0,54.9
31.8,820.0,30.0,-1.6,3.41,47.0,19.6,56.9
54.1,1575.0,31.0,4.7,14.06,50.0,31.0,69.4
36.5,806.0,34.0,0.0,4.19,43.0,20.4,58.8
33.3,827.0,31.0,3.1,3.76,41.0,19.6,56.9
36.1,804.0,34.0,2.3,4.32,0.0,20.4,56.5
37.3,783.0,33.0,2.3,4.36,1.0,20.8,56.9
47.8,750.0,36.0,3.9,2.64,3.0,23.1,55.7
42.7,782.0,34.0,-3.1,4.57,0.0,21.2,52.9
30.6,760.0,36.0,-1.6,4.85,1.0,23.1,60.4
39.6,794.0,35.0,1.6,4.48,0.0,20.8,54.5
41.6,792.0,54.0,3.1,4.64,9.0,21.2,54.1
35.7,1985.0,36.0,3.9,10.63,26.0,29.0,72.9
79.2,1376.0,72.0,-2.3,16.06,35.0,32.2,62.7
86.3,2164.0,67.0,1.6,28.49,43.0,35.7,67.1
74.5,1511.0,68.0,0.6281970010971596,16.64,48.0,32.2,65.5
82.7,1641.0,62.0,-6.2,20.16,52.0,33.7,65.1
71.0,1755.0,53.0,-3.9,18.49,53.0,27.23618212807402,66.3
62.7,1754.0,51.0,3.9,16.44,51.0,31.8,68.6
80.8,1712.0,57.0,-2.3,20.46,49.0,27.1,65.5
88.2,1345.0,75.0,5.5,17.28,51.0,32.9,61.2
89.8,1435.0,21.0,-3.1,18.46,55.0,33.3,61.6
38.8,865.0,33.0,-4.7,4.59,54.0,20.4,66.7
39.6,792.0,33.0,3.1,4.18,0.0,20.4,56.9
70.6,971.0,51.0,6.2,10.96,18.0,30.2,50.6
68.2,2271.0,19.0,-5.5,23.82,30.0,34.5,68.6
64.3,1489.0,63.0,-1.6,15.78,34.0,31.8,67.5
75.3,1742.0,65.0,-0.8,20.18,40.0,33.3,66.3
76.5,2085.0,24.0,3.9,24.18,41.0,34.5,67.5
36.1,845.0,30.0,3.1,4.06,27.0,20.0,55.3
36.5,1628.0,48.0,1.6,5.35,36.0,22.0,67.1
49.0,1244.0,34.0,3.9,7.41,39.0,25.5,65.5
43.5,1318.0,20.0,3.1,8.63,42.0,27.5,67.8
32.9,925.0,21.0,0.0,4.52,45.0,24.7,51.4
32.2,818.0,34.0,3.1,4.51,33.0,21.2,67.8
34.5,796.0,31.0,6.2,3.71,21.0,20.0,58.8
56.1,1598.0,42.0,0.0,14.71,19.0,31.4,62.0
54.5,1904.0,20.0,-5.5,15.96,27.0,31.8,69.4
40.8,1365.0,19.0,-1.6,8.36,28.0,27.1,68.6
45.1,785.0,51.0,-0.8,4.97,26.0,21.6,66.7
82.7,1549.0,68.0,-4.7,19.13,39.0,33.3,64.7
23.1,1811.0,26.0,-1.6,4.6,38.0,22.4,54.1
27.1,828.0,61.0,3.9,3.44,35.0,20.4,62.7
36.1,799.0,31.0,3.1,3.96,35.0,20.0,65.1
61.6,1139.0,55.0,2.3,11.08,37.0,29.8,63.9
